from_stop_id,to_stop_id,min_transfer_time
168-0,168-3,30
168-0,168-4,30
168-0,168-5,30
168-1,168-0,30
168-1,168-2,30
168-1,168-3,30
168-1,168-4,30
168-1,168-5,30
168-2,168-0,30
168-2,168-1,30
168-2,168-3,30
168-2,168-4,30
168-2,168-5,30
168-3,168-0,30
168-3,168-1,30
168-3,168-2,30
168-3,168-4,30
168-3,168-5,30
168-4,168-0,30
168-4,168-1,30
168-4,168-2,30
168-4,168-3,30
168-4,168-5,30
168-5,168-0,30
168-5,168-1,30
168-5,168-2,30
168-5,168-3,30
168-5,168-4,30
169-0,169-1,30
169-0,169-2,30
169-0,169-3,30
169-0,169-4,30
169-0,169-5,30
169-1,169-0,30
169-1,169-2,30
169-1,169-3,30
169-1,169-4,30
169-1,169-5,30
169-2,169-0,30
169-2,169-1,30
169-2,169-3,30
169-2,169-4,30
169-2,169-5,30
169-3,169-0,30
169-3,169-1,30
169-3,169-2,30
169-3,169-4,30
169-3,169-5,30
169-4,169-0,30
169-4,169-1,30
169-4,169-2,30
169-4,169-3,30
169-4,169-5,30
169-5,169-0,30
169-5,169-1,30
169-5,169-2,30
169-5,169-3,30
169-5,169-4,30
170-0,170-1,30
170-0,170-2,30
170-0,170-3,30
170-0,170-4,30
170-0,170-5,30
170-1,170-0,30
170-1,170-2,30
170-1,170-3,30
170-1,170-4,30
170-1,170-5,30
170-2,170-0,30
170-2,170-1,30
170-2,170-3,30
170-2,170-4,30
170-2,170-5,30
170-3,170-0,30
170-3,170-1,30
170-3,170-2,30
170-3,170-4,30
170-3,170-5,30
170-4,170-0,30
170-4,170-1,30
170-4,170-2,30
170-4,170-3,30
170-4,170-5,30
170-5,170-0,30
170-5,170-1,30
170-5,170-2,30
170-5,170-3,30
170-5,170-4,30
172-0,172-1,30
172-0,172-2,30
172-0,172-3,30
172-0,172-4,30
172-0,172-5,30
172-1,172-0,30
172-1,172-2,30
172-1,172-3,30
172-1,172-4,30
172-1,172-5,30
172-2,172-0,30
172-2,172-1,30
172-2,172-3,30
172-2,172-4,30
172-2,172-5,30
172-3,172-0,30
172-3,172-1,30
172-3,172-2,30
172-3,172-4,30
172-3,172-5,30
172-4,172-0,30
172-4,172-1,30
172-4,172-2,30
172-4,172-3,30
172-4,172-5,30
172-5,172-0,30
172-5,172-1,30
172-5,172-2,30
172-5,172-3,30
172-5,172-4,30
175-0,175-1,30
175-0,175-2,30
175-0,175-3,30
175-0,175-4,30
175-0,175-5,30
175-1,175-0,30
175-1,175-2,30
175-1,175-3,30
175-1,175-4,30
175-1,175-5,30
175-2,175-0,30
175-2,175-1,30
175-2,175-3,30
175-2,175-4,30
175-2,175-5,30
175-3,175-0,30
175-3,175-1,30
175-3,175-2,30
175-3,175-4,30
175-3,175-5,30
175-4,175-0,30
175-4,175-1,30
175-4,175-2,30
175-4,175-3,30
175-4,175-5,30
175-5,175-0,30
175-5,175-1,30
175-5,175-2,30
175-5,175-3,30
175-5,175-4,30
176-0,176-1,30
176-0,176-2,30
176-0,176-3,30
176-0,176-4,30
176-0,176-5,30
176-1,176-0,30
176-1,176-2,30
176-1,176-3,30
176-1,176-4,30
176-1,176-5,30
176-2,176-0,30
176-2,176-1,30
176-2,176-3,30
176-2,176-4,30
176-2,176-5,30
176-3,176-0,30
176-3,176-1,30
176-3,176-2,30
176-3,176-4,30
176-3,176-5,30
176-4,176-0,30
176-4,176-1,30
176-4,176-2,30
176-4,176-3,30
176-4,176-5,30
176-5,176-0,30
176-5,176-1,30
176-5,176-2,30
176-5,176-3,30
176-5,176-4,30
177-0,177-1,30
177-0,177-2,30
177-0,177-3,30
177-0,177-4,30
177-0,177-5,30
177-1,177-0,30
177-1,177-2,30
177-1,177-3,30
177-1,177-4,30
177-1,177-5,30
177-2,177-0,30
177-2,177-1,30
177-2,177-3,30
177-2,177-4,30
177-2,177-5,30
177-3,177-0,30
177-3,177-1,30
177-3,177-2,30
177-3,177-4,30
177-3,177-5,30
177-4,177-0,30
177-4,177-1,30
177-4,177-2,30
177-4,177-3,30
177-4,177-5,30
177-5,177-0,30
177-5,177-1,30
177-5,177-2,30
177-5,177-3,30
177-5,177-4,30
178-0,178-1,30
178-0,178-2,30
178-0,178-3,30
178-0,178-4,30
178-0,178-5,30
178-1,178-0,30
178-1,178-2,30
178-1,178-3,30
178-1,178-4,30
178-1,178-5,30
178-2,178-0,30
178-2,178-1,30
178-2,178-3,30
178-2,178-4,30
178-2,178-5,30
178-3,178-0,30
178-3,178-1,30
178-3,178-2,30
178-3,178-4,30
178-3,178-5,30
178-4,178-0,30
178-4,178-1,30
178-4,178-2,30
178-4,178-3,30
178-4,178-5,30
178-5,178-0,30
178-5,178-1,30
178-5,178-2,30
178-5,178-3,30
178-5,178-4,30
179-0,179-1,30
179-0,179-2,30
179-0,179-3,30
179-0,179-4,30
179-0,179-5,30
179-1,179-0,30
179-1,179-2,30
179-1,179-3,30
179-1,179-4,30
179-1,179-5,30
179-2,179-0,30
179-2,179-1,30
179-2,179-3,30
179-2,179-4,30
179-2,179-5,30
179-3,179-0,30
179-3,179-1,30
179-3,179-2,30
179-3,179-4,30
179-3,179-5,30
179-4,179-0,30
179-4,179-1,30
179-4,179-2,30
179-4,179-3,30
179-4,179-5,30
179-5,179-0,30
179-5,179-1,30
179-5,179-2,30
179-5,179-3,30
179-5,179-4,30
180-0,180-1,30
180-0,180-2,30
180-0,180-3,30
180-0,180-4,30
180-0,180-5,30
180-1,180-0,30
180-1,180-2,30
180-1,180-3,30
180-1,180-4,30
180-1,180-5,30
180-2,180-0,30
180-2,180-1,30
180-2,180-3,30
180-2,180-4,30
180-2,180-5,30
180-3,180-0,30
180-3,180-1,30
180-3,180-2,30
180-3,180-4,30
180-3,180-5,30
180-4,180-0,30
180-4,180-1,30
180-4,180-2,30
180-4,180-3,30
180-4,180-5,30
180-5,180-0,30
180-5,180-1,30
180-5,180-2,30
180-5,180-3,30
180-5,180-4,30
181-0,181-1,30
181-0,181-2,30
181-0,181-3,30
181-0,181-4,30
181-0,181-5,30
181-1,181-0,30
181-1,181-2,30
181-1,181-3,30
181-1,181-4,30
181-1,181-5,30
181-2,181-0,30
181-2,181-1,30
181-2,181-3,30
181-2,181-4,30
181-2,181-5,30
181-3,181-0,30
181-3,181-1,30
181-3,181-2,30
181-3,181-4,30
181-3,181-5,30
181-4,181-0,30
181-4,181-1,30
181-4,181-2,30
181-4,181-3,30
181-4,181-5,30
181-5,181-0,30
181-5,181-1,30
181-5,181-2,30
181-5,181-3,30
181-5,181-4,30
182-0,182-1,30
182-0,182-2,30
182-0,182-3,30
182-0,182-4,30
182-0,182-5,30
182-1,182-0,30
182-1,182-2,30
182-1,182-3,30
182-1,182-4,30
182-1,182-5,30
182-2,182-0,30
182-2,182-1,30
182-2,182-3,30
182-2,182-4,30
182-2,182-5,30
182-3,182-0,30
182-3,182-1,30
182-3,182-2,30
182-3,182-4,30
182-3,182-5,30
182-4,182-0,30
182-4,182-1,30
182-4,182-2,30
182-4,182-3,30
182-4,182-5,30
182-5,182-0,30
182-5,182-1,30
182-5,182-2,30
182-5,182-3,30
182-5,182-4,30
185-0,185-1,30
185-0,185-2,30
185-0,185-3,30
185-0,185-4,30
185-0,185-5,30
185-1,185-0,30
185-1,185-2,30
185-1,185-3,30
185-1,185-4,30
185-1,185-5,30
185-2,185-0,30
185-2,185-1,30
185-2,185-3,30
185-2,185-4,30
185-2,185-5,30
185-3,185-0,30
185-3,185-1,30
185-3,185-2,30
185-3,185-4,30
185-3,185-5,30
185-4,185-0,30
185-4,185-1,30
185-4,185-2,30
185-4,185-3,30
185-4,185-5,30
185-5,185-0,30
185-5,185-1,30
185-5,185-2,30
185-5,185-3,30
185-5,185-4,30
187-0,187-1,30
187-0,187-2,30
187-0,187-3,30
187-0,187-4,30
187-0,187-5,30
187-1,187-0,30
187-1,187-2,30
187-1,187-3,30
187-1,187-4,30
187-1,187-5,30
187-2,187-0,30
187-2,187-1,30
187-2,187-3,30
187-2,187-4,30
187-2,187-5,30
187-3,187-0,30
187-3,187-1,30
187-3,187-2,30
187-3,187-4,30
187-3,187-5,30
187-4,187-0,30
187-4,187-1,30
187-4,187-2,30
187-4,187-3,30
187-4,187-5,30
187-5,187-0,30
187-5,187-1,30
187-5,187-2,30
187-5,187-3,30
187-5,187-4,30
188-0,188-1,30
188-0,188-2,30
188-0,188-3,30
188-0,188-4,30
188-0,188-5,30
188-1,188-0,30
188-1,188-2,30
188-1,188-3,30
188-1,188-4,30
188-1,188-5,30
188-2,188-0,30
188-2,188-1,30
188-2,188-3,30
188-2,188-4,30
188-2,188-5,30
188-3,188-0,30
188-3,188-1,30
188-3,188-2,30
188-3,188-4,30
188-3,188-5,30
188-4,188-0,30
188-4,188-1,30
188-4,188-2,30
188-4,188-3,30
188-4,188-5,30
188-5,188-0,30
188-5,188-1,30
188-5,188-2,30
188-5,188-3,30
188-5,188-4,30
189-0,189-1,30
189-0,189-2,30
189-0,189-3,30
189-0,189-4,30
189-0,189-5,30
189-1,189-0,30
189-1,189-2,30
189-1,189-3,30
189-1,189-4,30
189-1,189-5,30
189-2,189-0,30
189-2,189-1,30
189-2,189-3,30
189-2,189-4,30
189-2,189-5,30
189-3,189-0,30
189-3,189-1,30
189-3,189-2,30
189-3,189-4,30
189-3,189-5,30
189-4,189-0,30
189-4,189-1,30
189-4,189-2,30
189-4,189-3,30
189-4,189-5,30
189-5,189-0,30
189-5,189-1,30
189-5,189-2,30
189-5,189-3,30
189-5,189-4,30
190-0,190-1,30
190-0,190-2,30
190-0,190-3,30
190-0,190-4,30
190-0,190-5,30
190-1,190-0,30
190-1,190-2,30
190-1,190-3,30
190-1,190-4,30
190-1,190-5,30
190-2,190-0,30
190-2,190-1,30
190-2,190-3,30
190-2,190-4,30
190-2,190-5,30
190-3,190-0,30
190-3,190-1,30
190-3,190-2,30
190-3,190-4,30
190-3,190-5,30
190-4,190-0,30
190-4,190-1,30
190-4,190-2,30
190-4,190-3,30
190-4,190-5,30
190-5,190-0,30
190-5,190-1,30
190-5,190-2,30
190-5,190-3,30
190-5,190-4,30
195-0,195-1,30
195-0,195-2,30
195-0,195-3,30
195-0,195-4,30
195-0,195-5,30
195-1,195-0,30
195-1,195-2,30
195-1,195-3,30
195-1,195-4,30
195-1,195-5,30
195-2,195-0,30
195-2,195-1,30
195-2,195-3,30
195-2,195-4,30
195-2,195-5,30
195-3,195-0,30
195-3,195-1,30
195-3,195-2,30
195-3,195-4,30
195-3,195-5,30
195-4,195-0,30
195-4,195-1,30
195-4,195-2,30
195-4,195-3,30
195-4,195-5,30
195-5,195-0,30
195-5,195-1,30
195-5,195-2,30
195-5,195-3,30
195-5,195-4,30
196-0,196-1,30
196-0,196-2,30
196-0,196-3,30
196-0,196-4,30
196-0,196-5,30
196-1,196-0,30
196-1,196-2,30
196-1,196-3,30
196-1,196-4,30
196-1,196-5,30
196-2,196-0,30
196-2,196-1,30
196-2,196-3,30
196-2,196-4,30
196-2,196-5,30
196-3,196-0,30
196-3,196-1,30
196-3,196-2,30
196-3,196-4,30
196-3,196-5,30
196-4,196-0,30
196-4,196-1,30
196-4,196-2,30
196-4,196-3,30
196-4,196-5,30
196-5,196-0,30
196-5,196-1,30
196-5,196-2,30
196-5,196-3,30
196-5,196-4,30
197-0,197-1,30
197-0,197-2,30
197-0,197-3,30
197-0,197-4,30
197-0,197-5,30
197-1,197-0,30
197-1,197-2,30
197-1,197-3,30
197-1,197-4,30
197-1,197-5,30
197-2,197-0,30
197-2,197-1,30
197-2,197-3,30
197-2,197-4,30
197-2,197-5,30
197-3,197-0,30
197-3,197-1,30
197-3,197-2,30
197-3,197-4,30
197-3,197-5,30
197-4,197-0,30
197-4,197-1,30
197-4,197-2,30
197-4,197-3,30
197-4,197-5,30
197-5,197-0,30
197-5,197-1,30
197-5,197-2,30
197-5,197-3,30
197-5,197-4,30
198-0,198-1,30
198-0,198-2,30
198-0,198-3,30
198-0,198-4,30
198-0,198-5,30
198-1,198-0,30
198-1,198-2,30
198-1,198-3,30
198-1,198-4,30
198-1,198-5,30
198-2,198-0,30
198-2,198-1,30
198-2,198-3,30
198-2,198-4,30
198-2,198-5,30
198-3,198-0,30
198-3,198-1,30
198-3,198-2,30
198-3,198-4,30
198-3,198-5,30
198-4,198-0,30
198-4,198-1,30
198-4,198-2,30
198-4,198-3,30
198-4,198-5,30
198-5,198-0,30
198-5,198-1,30
198-5,198-2,30
198-5,198-3,30
198-5,198-4,30
200-0,200-1,30
200-0,200-2,30
200-0,200-3,30
200-0,200-4,30
200-0,200-5,30
200-1,200-0,30
200-1,200-2,30
200-1,200-3,30
200-1,200-4,30
200-1,200-5,30
200-2,200-0,30
200-2,200-1,30
200-2,200-3,30
200-2,200-4,30
200-2,200-5,30
200-3,200-0,30
200-3,200-1,30
200-3,200-2,30
200-3,200-4,30
200-3,200-5,30
200-4,200-0,30
200-4,200-1,30
200-4,200-2,30
200-4,200-3,30
200-4,200-5,30
200-5,200-0,30
200-5,200-1,30
200-5,200-2,30
200-5,200-3,30
200-5,200-4,30
201-0,201-1,30
201-0,201-2,30
201-0,201-3,30
201-0,201-4,30
201-0,201-5,30
201-1,201-0,30
201-1,201-2,30
201-1,201-3,30
201-1,201-4,30
201-1,201-5,30
201-2,201-0,30
201-2,201-1,30
201-2,201-3,30
201-2,201-4,30
201-2,201-5,30
201-3,201-0,30
201-3,201-1,30
201-3,201-2,30
201-3,201-4,30
201-3,201-5,30
201-4,201-0,30
201-4,201-1,30
201-4,201-2,30
201-4,201-3,30
201-4,201-5,30
201-5,201-0,30
201-5,201-1,30
201-5,201-2,30
201-5,201-3,30
201-5,201-4,30
206-0,206-1,30
206-0,206-2,30
206-0,206-3,30
206-0,206-4,30
206-0,206-5,30
206-1,206-0,30
206-1,206-2,30
206-1,206-3,30
206-1,206-4,30
206-1,206-5,30
206-2,206-0,30
206-2,206-1,30
206-2,206-3,30
206-2,206-4,30
206-2,206-5,30
206-3,206-0,30
206-3,206-1,30
206-3,206-2,30
206-3,206-4,30
206-3,206-5,30
206-4,206-0,30
206-4,206-1,30
206-4,206-2,30
206-4,206-3,30
206-4,206-5,30
206-5,206-0,30
206-5,206-1,30
206-5,206-2,30
206-5,206-3,30
206-5,206-4,30
207-0,207-1,30
207-0,207-2,30
207-0,207-3,30
207-0,207-4,30
207-0,207-5,30
207-1,207-0,30
207-1,207-2,30
207-1,207-3,30
207-1,207-4,30
207-1,207-5,30
207-2,207-0,30
207-2,207-1,30
207-2,207-3,30
207-2,207-4,30
207-2,207-5,30
207-3,207-0,30
207-3,207-1,30
207-3,207-2,30
207-3,207-4,30
207-3,207-5,30
207-4,207-0,30
207-4,207-1,30
207-4,207-2,30
207-4,207-3,30
207-4,207-5,30
207-5,207-0,30
207-5,207-1,30
207-5,207-2,30
207-5,207-3,30
207-5,207-4,30
208-0,208-1,30
208-0,208-2,30
208-0,208-3,30
208-0,208-4,30
208-0,208-5,30
208-1,208-0,30
208-1,208-2,30
208-1,208-3,30
208-1,208-4,30
208-1,208-5,30
208-2,208-0,30
208-2,208-1,30
208-2,208-3,30
208-2,208-4,30
208-2,208-5,30
208-3,208-0,30
208-3,208-1,30
208-3,208-2,30
208-3,208-4,30
208-3,208-5,30
208-4,208-0,30
208-4,208-1,30
208-4,208-2,30
208-4,208-3,30
208-4,208-5,30
208-5,208-0,30
208-5,208-1,30
208-5,208-2,30
208-5,208-3,30
208-5,208-4,30
209-0,209-1,30
209-0,209-2,30
209-0,209-3,30
209-0,209-4,30
209-0,209-5,30
209-1,209-0,30
209-1,209-2,30
209-1,209-3,30
209-1,209-4,30
209-1,209-5,30
209-2,209-0,30
209-2,209-1,30
209-2,209-3,30
209-2,209-4,30
209-2,209-5,30
209-3,209-0,30
209-3,209-1,30
209-3,209-2,30
209-3,209-4,30
209-3,209-5,30
209-4,209-0,30
209-4,209-1,30
209-4,209-2,30
209-4,209-3,30
209-4,209-5,30
209-5,209-0,30
209-5,209-1,30
209-5,209-2,30
209-5,209-3,30
209-5,209-4,30
210-0,210-1,30
210-0,210-2,30
210-0,210-3,30
210-0,210-4,30
210-0,210-5,30
210-1,210-0,30
210-1,210-2,30
210-1,210-3,30
210-1,210-4,30
210-1,210-5,30
210-2,210-0,30
210-2,210-1,30
210-2,210-3,30
210-2,210-4,30
210-2,210-5,30
210-3,210-0,30
210-3,210-1,30
210-3,210-2,30
210-3,210-4,30
210-3,210-5,30
210-4,210-0,30
210-4,210-1,30
210-4,210-2,30
210-4,210-3,30
210-4,210-5,30
210-5,210-0,30
210-5,210-1,30
210-5,210-2,30
210-5,210-3,30
210-5,210-4,30
211-0,211-1,30
211-0,211-2,30
211-0,211-3,30
211-0,211-4,30
211-0,211-5,30
211-1,211-0,30
211-1,211-2,30
211-1,211-3,30
211-1,211-4,30
211-1,211-5,30
211-2,211-0,30
211-2,211-1,30
211-2,211-3,30
211-2,211-4,30
211-2,211-5,30
211-3,211-0,30
211-3,211-1,30
211-3,211-2,30
211-3,211-4,30
211-3,211-5,30
211-4,211-0,30
211-4,211-1,30
211-4,211-2,30
211-4,211-3,30
211-4,211-5,30
211-5,211-0,30
211-5,211-1,30
211-5,211-2,30
211-5,211-3,30
211-5,211-4,30
212-0,212-1,30
212-0,212-2,30
212-0,212-3,30
212-0,212-4,30
212-0,212-5,30
212-1,212-0,30
212-1,212-2,30
212-1,212-3,30
212-1,212-4,30
212-1,212-5,30
212-2,212-0,30
212-2,212-1,30
212-2,212-3,30
212-2,212-4,30
212-2,212-5,30
212-3,212-0,30
212-3,212-1,30
212-3,212-2,30
212-3,212-4,30
212-3,212-5,30
212-4,212-0,30
212-4,212-1,30
212-4,212-2,30
212-4,212-3,30
212-4,212-5,30
212-5,212-0,30
212-5,212-1,30
212-5,212-2,30
212-5,212-3,30
212-5,212-4,30
213-0,213-1,30
213-0,213-2,30
213-0,213-3,30
213-0,213-4,30
213-0,213-5,30
213-1,213-0,30
213-1,213-2,30
213-1,213-3,30
213-1,213-4,30
213-1,213-5,30
213-2,213-0,30
213-2,213-1,30
213-2,213-3,30
213-2,213-4,30
213-2,213-5,30
213-3,213-0,30
213-3,213-1,30
213-3,213-2,30
213-3,213-4,30
213-3,213-5,30
213-4,213-0,30
213-4,213-1,30
213-4,213-2,30
213-4,213-3,30
213-4,213-5,30
213-5,213-0,30
213-5,213-1,30
213-5,213-2,30
213-5,213-3,30
213-5,213-4,30
216-0,216-1,30
216-0,216-2,30
216-0,216-3,30
216-0,216-4,30
216-0,216-5,30
216-1,216-0,30
216-1,216-2,30
216-1,216-3,30
216-1,216-4,30
216-1,216-5,30
216-2,216-0,30
216-2,216-1,30
216-2,216-3,30
216-2,216-4,30
216-2,216-5,30
216-3,216-0,30
216-3,216-1,30
216-3,216-2,30
216-3,216-4,30
216-3,216-5,30
216-4,216-0,30
216-4,216-1,30
216-4,216-2,30
216-4,216-3,30
216-4,216-5,30
216-5,216-0,30
216-5,216-1,30
216-5,216-2,30
216-5,216-3,30
216-5,216-4,30
217-0,217-1,30
217-0,217-2,30
217-0,217-3,30
217-0,217-4,30
217-0,217-5,30
217-1,217-0,30
217-1,217-2,30
217-1,217-3,30
217-1,217-4,30
217-1,217-5,30
217-2,217-0,30
217-2,217-1,30
217-2,217-3,30
217-2,217-4,30
217-2,217-5,30
217-3,217-0,30
217-3,217-1,30
217-3,217-2,30
217-3,217-4,30
217-3,217-5,30
217-4,217-0,30
217-4,217-1,30
217-4,217-2,30
217-4,217-3,30
217-4,217-5,30
217-5,217-0,30
217-5,217-1,30
217-5,217-2,30
217-5,217-3,30
217-5,217-4,30
220-0,220-1,30
220-0,220-2,30
220-0,220-3,30
220-0,220-4,30
220-0,220-5,30
220-1,220-0,30
220-1,220-2,30
220-1,220-3,30
220-1,220-4,30
220-1,220-5,30
220-2,220-0,30
220-2,220-1,30
220-2,220-3,30
220-2,220-4,30
220-2,220-5,30
220-3,220-0,30
220-3,220-1,30
220-3,220-2,30
220-3,220-4,30
220-3,220-5,30
220-4,220-0,30
220-4,220-1,30
220-4,220-2,30
220-4,220-3,30
220-4,220-5,30
220-5,220-0,30
220-5,220-1,30
220-5,220-2,30
220-5,220-3,30
220-5,220-4,30
224-0,224-1,30
224-0,224-2,30
224-0,224-3,30
224-0,224-4,30
224-0,224-5,30
224-1,224-0,30
224-1,224-2,30
224-1,224-3,30
224-1,224-4,30
224-1,224-5,30
224-2,224-0,30
224-2,224-1,30
224-2,224-3,30
224-2,224-4,30
224-2,224-5,30
224-3,224-0,30
224-3,224-1,30
224-3,224-2,30
224-3,224-4,30
224-3,224-5,30
224-4,224-0,30
224-4,224-1,30
224-4,224-2,30
224-4,224-3,30
224-4,224-5,30
224-5,224-0,30
224-5,224-1,30
224-5,224-2,30
224-5,224-3,30
224-5,224-4,30
225-0,225-1,30
225-0,225-2,30
225-0,225-3,30
225-0,225-4,30
225-0,225-5,30
225-1,225-0,30
225-1,225-2,30
225-1,225-3,30
225-1,225-4,30
225-1,225-5,30
225-2,225-0,30
225-2,225-1,30
225-2,225-3,30
225-2,225-4,30
225-2,225-5,30
225-3,225-0,30
225-3,225-1,30
225-3,225-2,30
225-3,225-4,30
225-3,225-5,30
225-4,225-0,30
225-4,225-1,30
225-4,225-2,30
225-4,225-3,30
225-4,225-5,30
225-5,225-0,30
225-5,225-1,30
225-5,225-2,30
225-5,225-3,30
225-5,225-4,30
226-0,226-1,30
226-0,226-2,30
226-0,226-3,30
226-0,226-4,30
226-0,226-5,30
226-1,226-0,30
226-1,226-2,30
226-1,226-3,30
226-1,226-4,30
226-1,226-5,30
226-2,226-0,30
226-2,226-1,30
226-2,226-3,30
226-2,226-4,30
226-2,226-5,30
226-3,226-0,30
226-3,226-1,30
226-3,226-2,30
226-3,226-4,30
226-3,226-5,30
226-4,226-0,30
226-4,226-1,30
226-4,226-2,30
226-4,226-3,30
226-4,226-5,30
226-5,226-0,30
226-5,226-1,30
226-5,226-2,30
226-5,226-3,30
226-5,226-4,30
227-0,227-1,30
227-0,227-2,30
227-0,227-3,30
227-0,227-4,30
227-0,227-5,30
227-1,227-0,30
227-1,227-2,30
227-1,227-3,30
227-1,227-4,30
227-1,227-5,30
227-2,227-0,30
227-2,227-1,30
227-2,227-3,30
227-2,227-4,30
227-2,227-5,30
227-3,227-0,30
227-3,227-1,30
227-3,227-2,30
227-3,227-4,30
227-3,227-5,30
227-4,227-0,30
227-4,227-1,30
227-4,227-2,30
227-4,227-3,30
227-4,227-5,30
227-5,227-0,30
227-5,227-1,30
227-5,227-2,30
227-5,227-3,30
227-5,227-4,30
231-0,231-1,30
231-0,231-2,30
231-0,231-3,30
231-0,231-4,30
231-0,231-5,30
231-1,231-0,30
231-1,231-2,30
231-1,231-3,30
231-1,231-4,30
231-1,231-5,30
231-2,231-0,30
231-2,231-1,30
231-2,231-3,30
231-2,231-4,30
231-2,231-5,30
231-3,231-0,30
231-3,231-1,30
231-3,231-2,30
231-3,231-4,30
231-3,231-5,30
231-4,231-0,30
231-4,231-1,30
231-4,231-2,30
231-4,231-3,30
231-4,231-5,30
231-5,231-0,30
231-5,231-1,30
231-5,231-2,30
231-5,231-3,30
231-5,231-4,30
236-0,236-1,30
236-0,236-2,30
236-0,236-3,30
236-0,236-4,30
236-0,236-5,30
236-1,236-0,30
236-1,236-2,30
236-1,236-3,30
236-1,236-4,30
236-1,236-5,30
236-2,236-0,30
236-2,236-1,30
236-2,236-3,30
236-2,236-4,30
236-2,236-5,30
236-3,236-0,30
236-3,236-1,30
236-3,236-2,30
236-3,236-4,30
236-3,236-5,30
236-4,236-0,30
236-4,236-1,30
236-4,236-2,30
236-4,236-3,30
236-4,236-5,30
236-5,236-0,30
236-5,236-1,30
236-5,236-2,30
236-5,236-3,30
236-5,236-4,30
237-0,237-1,30
237-0,237-2,30
237-0,237-3,30
237-0,237-4,30
237-0,237-5,30
237-1,237-0,30
237-1,237-2,30
237-1,237-3,30
237-1,237-4,30
237-1,237-5,30
237-2,237-0,30
237-2,237-1,30
237-2,237-3,30
237-2,237-4,30
237-2,237-5,30
237-3,237-0,30
237-3,237-1,30
237-3,237-2,30
237-3,237-4,30
237-3,237-5,30
237-4,237-0,30
237-4,237-1,30
237-4,237-2,30
237-4,237-3,30
237-4,237-5,30
237-5,237-0,30
237-5,237-1,30
237-5,237-2,30
237-5,237-3,30
237-5,237-4,30
238-0,238-1,30
238-0,238-2,30
238-0,238-3,30
238-0,238-4,30
238-0,238-5,30
238-1,238-0,30
238-1,238-2,30
238-1,238-3,30
238-1,238-4,30
238-1,238-5,30
238-2,238-0,30
238-2,238-1,30
238-2,238-3,30
238-2,238-4,30
238-2,238-5,30
238-3,238-0,30
238-3,238-1,30
238-3,238-2,30
238-3,238-4,30
238-3,238-5,30
238-4,238-0,30
238-4,238-1,30
238-4,238-2,30
238-4,238-3,30
238-4,238-5,30
238-5,238-0,30
238-5,238-1,30
238-5,238-2,30
238-5,238-3,30
238-5,238-4,30
239-0,239-1,30
239-0,239-2,30
239-0,239-3,30
239-0,239-4,30
239-0,239-5,30
239-1,239-0,30
239-1,239-2,30
239-1,239-3,30
239-1,239-4,30
239-1,239-5,30
239-2,239-0,30
239-2,239-1,30
239-2,239-3,30
239-2,239-4,30
239-2,239-5,30
239-3,239-0,30
239-3,239-1,30
239-3,239-2,30
239-3,239-4,30
239-3,239-5,30
239-4,239-0,30
239-4,239-1,30
239-4,239-2,30
239-4,239-3,30
239-4,239-5,30
239-5,239-0,30
239-5,239-1,30
239-5,239-2,30
239-5,239-3,30
239-5,239-4,30
240-0,240-1,30
240-0,240-2,30
240-0,240-3,30
240-0,240-4,30
240-0,240-5,30
240-1,240-0,30
240-1,240-2,30
240-1,240-3,30
240-1,240-4,30
240-1,240-5,30
240-2,240-0,30
240-2,240-1,30
240-2,240-3,30
240-2,240-4,30
240-2,240-5,30
240-3,240-0,30
240-3,240-1,30
240-3,240-2,30
240-3,240-4,30
240-3,240-5,30
240-4,240-0,30
240-4,240-1,30
240-4,240-2,30
240-4,240-3,30
240-4,240-5,30
240-5,240-0,30
240-5,240-1,30
240-5,240-2,30
240-5,240-3,30
240-5,240-4,30
B-0,B-1,30
B-0,B-2,30
B-0,B-3,30
B-0,B-4,30
B-0,B-5,30
B-1,B-0,30
B-1,B-2,30
B-1,B-3,30
B-1,B-4,30
B-1,B-5,30
B-2,B-0,30
B-2,B-1,30
B-2,B-3,30
B-2,B-4,30
B-2,B-5,30
B-3,B-0,30
B-3,B-1,30
B-3,B-2,30
B-3,B-4,30
B-3,B-5,30
B-4,B-0,30
B-4,B-1,30
B-4,B-2,30
B-4,B-3,30
B-4,B-5,30
B-5,B-0,30
B-5,B-1,30
B-5,B-2,30
B-5,B-3,30
B-5,B-4,30
